Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.700000	0.500000	0	3	one	n	0.28910346	0.09049565	0.72026859	0.36017351
0.700000	0.500000	0	4	75	n	0.34986851	0.08997767	0.77289333	0.38014613
0.700000	0.500000	0	4	50	t	0.39264131	0.09017144	0.88083667	0.38019280
0.700000	0.500000	0	4	50	n	0.34818813	0.09017144	0.77276416	0.38019280
0.700000	0.500000	0	2	50	t	0.39287053	0.08292170	0.88958576	0.36187701
0.700000	0.500000	0	4	one	n	0.28699555	0.09400563	0.68067965	0.36188738
0.700000	0.500000	0	2	one	n	0.30039577	0.08665521	0.76462673	0.35803702
0.700000	0.500000	0	5	50	t	0.38917923	0.09334853	0.87216480	0.38793761
0.700000	0.500000	0	3	50	n	0.33982629	0.08798883	0.77896353	0.36829687
0.700000	0.500000	0	3	all	t	0.38510630	0.08798883	0.88346260	0.36829687
0.700000	0.500000	0	5	one	n	0.28895095	0.09820792	0.66210199	0.36355198
0.700000	0.500000	0	1	1	t	0.39707401	0.07078909	0.90779834	0.34218441
0.700000	0.500000	0	2	50	n	0.35239743	0.08292170	0.78992557	0.36187701
0.700000	0.500000	0	2	75	n	0.35323581	0.08279923	0.79001891	0.36185626
0.700000	0.500000	0	5	one	t	0.39475153	0.09246067	0.87284118	0.38761609
0.700000	0.500000	0	3	75	t	0.38599082	0.08780408	0.88360417	0.36825279
0.700000	0.500000	0	2	one	t	0.39568876	0.08227149	0.89001167	0.36173181
0.700000	0.500000	0	4	all	t	0.39264131	0.09017144	0.88083667	0.38019280
0.700000	0.500000	0	5	75	t	0.39249272	0.09315476	0.87234464	0.38789093
0.700000	0.500000	0	3	all	n	0.33982629	0.08798883	0.77896353	0.36829687
0.700000	0.500000	0	2	all	t	0.39287053	0.08292170	0.88958576	0.36187701
0.700000	0.500000	0	5	all	t	0.38917923	0.09334853	0.87216480	0.38793761
0.700000	0.500000	0	5	50	n	0.34506030	0.09334853	0.76607870	0.38793761
0.700000	0.500000	0	4	75	t	0.39547728	0.08997767	0.88100374	0.38014613
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.800000	0.500000	0	1	1	n	0.36365783	0.05184449	0.82424889	0.26262063
0.800000	0.500000	0	4	all	n	0.35835386	0.06580447	0.78427279	0.30390118
0.800000	0.500000	0	5	all	n	0.35686658	0.06863909	0.77724395	0.31165895
0.800000	0.500000	0	3	one	t	0.39882644	0.06324574	0.89349606	0.29137000
0.800000	0.500000	0	3	50	t	0.39632324	0.06377055	0.89288182	0.29151002
0.800000	0.500000	0	3	75	n	0.35123041	0.06361740	0.79327500	0.29147372
0.800000	0.500000	0	2	all	n	0.36055222	0.06042305	0.80436106	0.28435379
0.800000	0.500000	0	5	75	n	0.35951314	0.06847692	0.77740836	0.31162006
0.800000	0.500000	0	4	one	t	0.40804801	0.06513718	0.89079236	0.30362116
0.800000	0.500000	0	2	75	t	0.40273152	0.06030058	0.89631131	0.28433304
0.800000	0.500000	0	3	one	n	0.30059328	0.06379808	0.72914409	0.28259584
0.800000	0.500000	0	4	75	n	0.36026811	0.06564230	0.78442436	0.30386229
0.800000	0.500000	0	4	50	t	0.40380913	0.06580447	0.89009721	0.30390118
0.800000	0.500000	0	4	50	n	0.35835386	0.06580447	0.78427279	0.30390118
0.800000	0.500000	0	2	50	t	0.40225598	0.06042305	0.89619357	0.28435379
0.800000	0.500000	0	4	one	n	0.29878313	0.06709759	0.67963489	0.28418007
0.800000	0.500000	0	2	one	n	0.30282721	0.06106198	0.77948759	0.28067196
0.800000	0.500000	0	5	50	t	0.40227232	0.06863909	0.88050222	0.31165895
0.800000	0.500000	0	3	50	n	0.35079455	0.06377055	0.79314991	0.29151002
0.800000	0.500000	0	3	all	t	0.39632324	0.06377055	0.89288182	0.29151002
0.800000	0.500000	0	5	one	n	0.30633801	0.07018986	0.65969527	0.28559576
0.800000	0.500000	0	1	1	t	0.40563298	0.05184449	0.90844432	0.26262063
0.800000	0.500000	0	2	50	n	0.36055222	0.06042305	0.80436106	0.28435379
0.800000	0.500000	0	2	75	n	0.36093182	0.06030058	0.80446169	0.28433304
0.800000	0.500000	0	5	one	t	0.40661090	0.06797886	0.88119102	0.31138411
0.800000	0.500000	0	3	75	t	0.39687961	0.06361740	0.89304014	0.29147372
0.800000	0.500000	0	2	one	t	0.40490216	0.05994466	0.89662449	0.28423711
0.800000	0.500000	0	4	all	t	0.40380913	0.06580447	0.89009721	0.30390118
0.800000	0.500000	0	5	75	t	0.40500501	0.06847692	0.88069556	0.31162006
0.800000	0.500000	0	3	all	n	0.35079455	0.06377055	0.79314991	0.29151002
0.800000	0.500000	0	2	all	t	0.40225598	0.06042305	0.89619357	0.28435379
0.800000	0.500000	0	5	all	t	0.40227232	0.06863909	0.88050222	0.31165895
0.800000	0.500000	0	5	50	n	0.35686658	0.06863909	0.77724395	0.31165895
0.800000	0.500000	0	4	75	t	0.40650348	0.06564230	0.89028754	0.30386229
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.900000	0.500000	0	1	1	n	0.29287769	0.01490453	0.91256166	0.10697006
0.900000	0.500000	0	4	all	n	0.30612075	0.01947325	0.85101454	0.12668858
0.900000	0.500000	0	5	all	n	0.30310614	0.02098625	0.84595007	0.13082157
0.900000	0.500000	0	3	one	t	0.31914735	0.01822241	0.95507148	0.12368349
0.900000	0.500000	0	3	50	t	0.31956885	0.01825381	0.95486931	0.12370682
0.900000	0.500000	0	3	75	n	0.29503458	0.01825381	0.86307887	0.12370682
0.900000	0.500000	0	2	all	n	0.29500481	0.01646595	0.90159058	0.11316694
0.900000	0.500000	0	5	75	n	0.30312033	0.02098537	0.84601841	0.13081897
0.900000	0.500000	0	4	one	t	0.32956166	0.01932891	0.94087255	0.12654079
0.900000	0.500000	0	2	75	t	0.31868597	0.01646595	0.96316893	0.11316694
0.900000	0.500000	0	3	one	n	0.25996720	0.01889642	0.75825862	0.11403036
0.900000	0.500000	0	4	75	n	0.30613765	0.01947237	0.85108607	0.12668599
0.900000	0.500000	0	4	50	t	0.33081639	0.01947325	0.94061140	0.12668858
0.900000	0.500000	0	4	50	n	0.30612075	0.01947325	0.85101454	0.12668858
0.900000	0.500000	0	2	50	t	0.31851371	0.01646595	0.96306267	0.11316694
0.900000	0.500000	0	4	one	n	0.25750890	0.02037575	0.73650672	0.11477709
0.900000	0.500000	0	2	one	n	0.28416007	0.01673531	0.89449153	0.11245910
0.900000	0.500000	0	5	50	t	0.32705846	0.02098625	0.93236626	0.13082157
0.900000	0.500000	0	3	50	n	0.29497522	0.01825381	0.86300081	0.12370682
0.900000	0.500000	0	3	all	t	0.31956885	0.01825381	0.95486931	0.12370682
0.900000	0.500000	0	5	one	n	0.24277771	0.02116134	0.71217150	0.11516343
0.900000	0.500000	0	1	1	t	0.31229917	0.01490453	0.96813254	0.10697006
0.900000	0.500000	0	2	50	n	0.29500481	0.01646595	0.90159058	0.11316694
0.900000	0.500000	0	2	75	n	0.29519461	0.01646595	0.90170234	0.11316694
0.900000	0.500000	0	5	one	t	0.32582184	0.02084191	0.93260548	0.13067377
0.900000	0.500000	0	3	75	t	0.31961179	0.01825381	0.95494576	0.12370682
0.900000	0.500000	0	2	one	t	0.31813748	0.01643455	0.96326792	0.11314361
0.900000	0.500000	0	4	all	t	0.33081639	0.01947325	0.94061140	0.12668858
0.900000	0.500000	0	5	75	t	0.32706033	0.02098537	0.93241670	0.13081897
0.900000	0.500000	0	3	all	n	0.29497522	0.01825381	0.86300081	0.12370682
0.900000	0.500000	0	2	all	t	0.31851371	0.01646595	0.96306267	0.11316694
0.900000	0.500000	0	5	all	t	0.32705846	0.02098625	0.93236626	0.13082157
0.900000	0.500000	0	5	50	n	0.30310614	0.02098625	0.84595007	0.13082157
0.900000	0.500000	0	4	75	t	0.33081855	0.01947237	0.94066459	0.12668599
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.000000	0.000000	1	1	1	n	0.37073996	0.22846757	0.77755682	0.39437303
0.000000	0.000000	1	4	all	n	0.34627242	0.34236158	0.67141559	0.47325748
0.000000	0.000000	1	5	all	n	0.35362769	0.35317319	0.65876278	0.48623463
0.000000	0.000000	1	3	one	t	0.42564217	0.32618555	0.76236863	0.45271703
0.000000	0.000000	1	3	50	t	0.42767278	0.32120541	0.76384685	0.45147766
0.000000	0.000000	1	3	75	n	0.35599435	0.31574201	0.70044028	0.44961859
0.000000	0.000000	1	2	all	n	0.35106282	0.31513308	0.70520725	0.43271330
0.000000	0.000000	1	5	75	n	0.37329371	0.33123770	0.68211994	0.47767568
0.000000	0.000000	1	4	one	t	0.42835036	0.33551529	0.75091566	0.47045204
0.000000	0.000000	1	2	75	t	0.42797594	0.30244824	0.78404426	0.42987674
0.000000	0.000000	1	3	one	n	0.35635163	0.25944724	0.73464802	0.41457122
0.000000	0.000000	1	4	75	n	0.36224162	0.32359427	0.69114668	0.46625942
0.000000	0.000000	1	4	50	t	0.43152377	0.32979986	0.75311796	0.46861371
0.000000	0.000000	1	4	50	n	0.35609301	0.32979986	0.68309516	0.46861371
0.000000	0.000000	1	2	50	t	0.42574410	0.30697934	0.77977399	0.43101499
0.000000	0.000000	1	4	one	n	0.35593184	0.26160835	0.72999941	0.41599469
0.000000	0.000000	1	2	one	n	0.36524724	0.25667551	0.74187364	0.41240102
0.000000	0.000000	1	5	50	t	0.44747512	0.33879206	0.74279380	0.48127194
0.000000	0.000000	1	3	50	n	0.34947502	0.32120541	0.69392415	0.45147766
0.000000	0.000000	1	3	all	t	0.42109242	0.33199969	0.75652395	0.45476019
0.000000	0.000000	1	5	one	n	0.34990973	0.26238073	0.72787053	0.41643288
0.000000	0.000000	1	1	1	t	0.44395335	0.22846757	0.83894187	0.39437303
0.000000	0.000000	1	2	50	n	0.34935866	0.30697934	0.71054015	0.43101499
0.000000	0.000000	1	2	75	n	0.35195963	0.30244824	0.71562872	0.42987674
0.000000	0.000000	1	5	one	t	0.43211868	0.34579947	0.73982701	0.48323990
0.000000	0.000000	1	3	75	t	0.43382219	0.31574201	0.76937889	0.44961859
0.000000	0.000000	1	2	one	t	0.42857349	0.31069543	0.77909312	0.43155171
0.000000	0.000000	1	4	all	t	0.42304963	0.34236158	0.74330708	0.47325748
0.000000	0.000000	1	5	75	t	0.44474474	0.33123770	0.75085181	0.47767568
0.000000	0.000000	1	3	all	n	0.34269861	0.33199969	0.68538347	0.45476019
0.000000	0.000000	1	2	all	t	0.42729573	0.31513308	0.77489332	0.43271330
0.000000	0.000000	1	5	all	t	0.42665498	0.35317319	0.73151608	0.48623463
0.000000	0.000000	1	5	50	n	0.37486236	0.33879206	0.67255829	0.48127194
0.000000	0.000000	1	4	75	t	0.43653647	0.32359427	0.75982068	0.46625942
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.700000	0.000000	1	1	1	n	0.37397713	0.16350321	0.79484855	0.36821908
0.700000	0.000000	1	4	all	n	0.35492635	0.27719360	0.68350617	0.44468183
0.700000	0.000000	1	5	all	n	0.36439771	0.28999130	0.66925223	0.45905652
0.700000	0.000000	1	3	one	t	0.42329361	0.26246344	0.76987808	0.42390025
0.700000	0.000000	1	3	50	t	0.42244635	0.25571935	0.77096884	0.42289163
0.700000	0.000000	1	3	75	n	0.36437070	0.25086457	0.71233003	0.42106887
0.700000	0.000000	1	2	all	n	0.35753693	0.25394557	0.71928113	0.40907182
0.700000	0.000000	1	5	75	n	0.38165003	0.26645775	0.69304858	0.45057016
0.700000	0.000000	1	4	one	t	0.42634323	0.27062807	0.75903550	0.44188935
0.700000	0.000000	1	2	75	t	0.42218891	0.23920866	0.79289902	0.40642453
0.700000	0.000000	1	3	one	n	0.36027704	0.19422451	0.74968011	0.39041376
0.700000	0.000000	1	4	75	n	0.37065682	0.25763146	0.70350317	0.43795342
0.700000	0.000000	1	4	50	t	0.42648543	0.26322932	0.76067771	0.44026364
0.700000	0.000000	1	4	50	n	0.36473375	0.26322932	0.69502147	0.44026364
0.700000	0.000000	1	2	50	t	0.42025716	0.24361641	0.78855927	0.40753686
0.700000	0.000000	1	4	one	n	0.36014742	0.19645860	0.74532382	0.39187872
0.700000	0.000000	1	2	one	n	0.36773362	0.19127883	0.75741595	0.38802058
0.700000	0.000000	1	5	50	t	0.44240438	0.27351645	0.74886915	0.45415087
0.700000	0.000000	1	3	50	n	0.35801297	0.25571935	0.70551086	0.42289163
0.700000	0.000000	1	3	all	t	0.41777613	0.26796750	0.76357331	0.42591488
0.700000	0.000000	1	5	one	n	0.35623161	0.19724755	0.74287370	0.39232209
0.700000	0.000000	1	1	1	t	0.42948258	0.16350321	0.84987941	0.36821908
0.700000	0.000000	1	2	50	n	0.35775705	0.24361641	0.72493393	0.40753686
0.700000	0.000000	1	2	75	n	0.36009995	0.23920866	0.73020968	0.40642453
0.700000	0.000000	1	5	one	t	0.43014734	0.28273695	0.74631273	0.45604883
0.700000	0.000000	1	3	75	t	0.42828648	0.25086457	0.77667354	0.42106887
0.700000	0.000000	1	2	one	t	0.42563393	0.24985145	0.78806046	0.40795949
0.700000	0.000000	1	4	all	t	0.42030282	0.27719360	0.75094249	0.44468183
0.700000	0.000000	1	5	75	t	0.43922729	0.26645775	0.75725553	0.45057016
0.700000	0.000000	1	3	all	n	0.35090670	0.26796750	0.69684552	0.42591488
0.700000	0.000000	1	2	all	t	0.42138996	0.25394557	0.78344813	0.40907182
0.700000	0.000000	1	5	all	t	0.42580464	0.28999130	0.73751255	0.45905652
0.700000	0.000000	1	5	50	n	0.38361200	0.27351645	0.68301585	0.45415087
0.700000	0.000000	1	4	75	t	0.43117814	0.25763146	0.76767048	0.43795342
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.800000	0.000000	1	1	1	n	0.37181550	0.11031149	0.80465436	0.28186207
0.800000	0.000000	1	4	all	n	0.36651859	0.19356497	0.70090311	0.35617795
0.800000	0.000000	1	5	all	n	0.37428003	0.20479264	0.68888225	0.37086378
0.800000	0.000000	1	3	one	t	0.43956116	0.17795669	0.79223736	0.33474297
0.800000	0.000000	1	3	50	t	0.42831692	0.17354985	0.79199562	0.33397549
0.800000	0.000000	1	3	75	n	0.36901438	0.16856915	0.73546827	0.33203605
0.800000	0.000000	1	2	all	n	0.36931230	0.16880606	0.74276708	0.31951784
0.800000	0.000000	1	5	75	n	0.38361176	0.18384804	0.71494029	0.36289599
0.800000	0.000000	1	4	one	t	0.43905483	0.18763966	0.77769222	0.35352029
0.800000	0.000000	1	2	75	t	0.42445408	0.15724739	0.81640852	0.31720243
0.800000	0.000000	1	3	one	n	0.35680849	0.13534082	0.76259748	0.30705148
0.800000	0.000000	1	4	75	n	0.37403991	0.17605536	0.72350562	0.34966993
0.800000	0.000000	1	4	50	t	0.42903406	0.18215425	0.77832173	0.35203460
0.800000	0.000000	1	4	50	n	0.37015001	0.18215425	0.71314816	0.35203460
0.800000	0.000000	1	2	50	t	0.42863931	0.16139785	0.81102919	0.31829402
0.800000	0.000000	1	4	one	n	0.35528668	0.13767275	0.75684820	0.30854754
0.800000	0.000000	1	2	one	n	0.35801977	0.13206596	0.77257261	0.30436530
0.800000	0.000000	1	5	50	t	0.44380195	0.19132991	0.76805438	0.36617593
0.800000	0.000000	1	3	50	n	0.36645304	0.17354985	0.72701258	0.33397549
0.800000	0.000000	1	3	all	t	0.42943229	0.18288850	0.78406415	0.33668501
0.800000	0.000000	1	5	one	n	0.35105283	0.13841319	0.75395088	0.30899870
0.800000	0.000000	1	1	1	t	0.42219974	0.11031149	0.85967118	0.28186207
0.800000	0.000000	1	2	50	n	0.36636333	0.16139785	0.74827042	0.31829402
0.800000	0.000000	1	2	75	n	0.36195456	0.15724739	0.75494449	0.31720243
0.800000	0.000000	1	5	one	t	0.44153858	0.19818235	0.76651597	0.36795461
0.800000	0.000000	1	3	75	t	0.43010139	0.16856915	0.79892071	0.33203605
0.800000	0.000000	1	2	one	t	0.44045959	0.16535599	0.81176152	0.31850144
0.800000	0.000000	1	4	all	t	0.43089918	0.19356497	0.76761886	0.35617795
0.800000	0.000000	1	5	75	t	0.43811580	0.18384804	0.77782038	0.36289599
0.800000	0.000000	1	3	all	n	0.36561534	0.18288850	0.71803322	0.33668501
0.800000	0.000000	1	2	all	t	0.43269203	0.16880606	0.80595814	0.31951784
0.800000	0.000000	1	5	all	t	0.43261290	0.20479264	0.75578194	0.37086378
0.800000	0.000000	1	5	50	n	0.38832866	0.19132991	0.70311014	0.36617593
0.800000	0.000000	1	4	75	t	0.43200721	0.17605536	0.78674562	0.34966993
Confidence	Reliability	NBC	Degree	Strategy	Typed	Precision	Recall	MirP	MirR
0.900000	0.000000	1	1	1	n	0.39199941	0.02787643	0.89645737	0.11127676
0.900000	0.000000	1	4	all	n	0.40558596	0.05697454	0.78634450	0.14673899
0.900000	0.000000	1	5	all	n	0.41499564	0.06227530	0.78241227	0.15447083
0.900000	0.000000	1	3	one	t	0.46479228	0.04829471	0.86704331	0.13728032
0.900000	0.000000	1	3	50	t	0.46322555	0.04808478	0.86744988	0.13688362
0.900000	0.000000	1	3	75	n	0.39813231	0.04657604	0.82860971	0.13629764
0.900000	0.000000	1	2	all	n	0.40338856	0.04408134	0.84618799	0.12357200
0.900000	0.000000	1	5	75	n	0.39609493	0.05259993	0.80068103	0.15058935
0.900000	0.000000	1	4	one	t	0.46014710	0.05192329	0.84003195	0.14452989
0.900000	0.000000	1	2	75	t	0.43408264	0.04037213	0.88828599	0.12266969
0.900000	0.000000	1	3	one	n	0.39826504	0.03974670	0.85670143	0.12076914
0.900000	0.000000	1	4	75	n	0.39718012	0.05005745	0.80224075	0.14370019
0.900000	0.000000	1	4	50	t	0.46188439	0.05184347	0.83862430	0.14459212
0.900000	0.000000	1	4	50	n	0.40954255	0.05184347	0.79661162	0.14459212
0.900000	0.000000	1	2	50	t	0.44897707	0.04091599	0.88611641	0.12292379
0.900000	0.000000	1	4	one	n	0.39097637	0.04191169	0.84659457	0.12259968
0.900000	0.000000	1	2	one	n	0.40319248	0.03748847	0.87075037	0.11893860
0.900000	0.000000	1	5	50	t	0.47257786	0.05505868	0.83529580	0.15174576
0.900000	0.000000	1	3	50	n	0.41592017	0.04808478	0.82445263	0.13688362
0.900000	0.000000	1	3	all	t	0.46148500	0.05265407	0.85974502	0.13865712
0.900000	0.000000	1	5	one	n	0.39186821	0.04247255	0.84390357	0.12289267
0.900000	0.000000	1	1	1	t	0.42648454	0.02787643	0.92356194	0.11127676
0.900000	0.000000	1	2	50	n	0.40571677	0.04091599	0.85023314	0.12292379
0.900000	0.000000	1	2	75	n	0.38945505	0.04037213	0.85258871	0.12266969
0.900000	0.000000	1	5	one	t	0.46652615	0.05683900	0.83564726	0.15216061
0.900000	0.000000	1	3	75	t	0.44330835	0.04657604	0.87083361	0.13629764
0.900000	0.000000	1	2	one	t	0.44986971	0.04208980	0.88611044	0.12311825
0.900000	0.000000	1	4	all	t	0.45579477	0.05697454	0.82976321	0.14673899
0.900000	0.000000	1	5	75	t	0.44081956	0.05259993	0.84029978	0.15058935
0.900000	0.000000	1	3	all	n	0.41479084	0.05265407	0.81548409	0.13865712
0.900000	0.000000	1	2	all	t	0.44535832	0.04408134	0.88272119	0.12357200
0.900000	0.000000	1	5	all	t	0.46060635	0.06227530	0.82520950	0.15447083
0.900000	0.000000	1	5	50	n	0.42334527	0.05505868	0.79448577	0.15174576
0.900000	0.000000	1	4	75	t	0.44202788	0.05005745	0.84307402	0.14370019
